Rank,Release Group,Worldwide,year,Domestic %,Foreign %,Domestic (in $),Foreign (in $)
5203,Itzhak,704968,2018,0.8614433562941864,0.1385566437058136,607290,97678
5204,Blaze,704955,2018,1.0,0.0,704955,0
5205,Bully,704808,2001,0.6821872055935801,0.3178127944064199,480811,223997
5206,Crossing the Bridge: The Sound of Istanbul,704094,2005,0.1003914250085926,0.8996085749914075,70685,633409
5207,Countdown to Canelo vs. Golovkin,703396,2017,1.0,0.0,703396,0
5208,Buena Vista Social Club: Adios,701575,2017,0.1759541032676478,0.8240458967323522,123445,578130
5209,Le Quattro Volte,701334,2010,0.21748553470956777,0.7825144652904322,152530,548804
5210,56 Up,701278,2013,1.0,0.0,701278,0
5211,Our Children,700215,2012,0.033136965075012674,0.9668630349249874,23203,677012
5212,The Greatest Movie Ever Sold,698249,2011,0.914395867376824,0.08560413262317597,638476,59773
5213,Kyun! Ho Gaya Na...,696718,2004,0.48356580424217543,0.5164341957578246,336909,359809
5214,Himmatwala,696334,2013,0.3890087228255406,0.6109912771744593,270880,425454
5215,Frankie & Alice 2014 Re-release,695876,2014,1.0,0.0,695876,0
5216,Deewane Huye Paagal,695849,2005,0.5236150371704206,0.47638496282957943,364357,331492
5217,Frankie,695680,2019,0.24692531048758048,0.7530746895124195,171781,523899
5218,The Least of These: The Graham Staines Story,695164,2019,0.8731968283743117,0.12680317162568833,607015,88149
5219,The Congress 2013 Re-release,695131,2013,0.19825759461166312,0.8017424053883369,137815,557316
5220,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,695130,2018,1.0,0.0,695130,0
5221,The Secret Scripture,694981,2017,0.0,1.0,0,694981
5222,In the Aisles,694586,2018,0.04087902721909166,0.9591209727809084,28394,666192
5223,Raise Hell: The Life & Times of Molly Ivins,694410,2019,1.0,0.0,694410,0
5224,Chris Brown: Welcome To My Life,693984,2017,1.0,0.0,693984,0
5225,Titanic 2017 Re-release,691642,2017,1.0,0.0,691642,0
5226,Close Your Eyes,691495,2004,0.059858711921272026,0.940141288078728,41392,650103
5227,Ferrari Ki Sawaari,689861,2012,0.6292673451608367,0.37073265483916323,434107,255754
5228,"The Prize Winner of Defiance, Ohio",689028,2005,0.9112024475057617,0.08879755249423826,627844,61184
5229,Romeo Akbar Walter,688719,2019,0.34309929013138885,0.6569007098686112,236299,452420
5230,Happy Accidents,688523,2001,1.0,0.0,688523,0
5231,Cobain: Montage of Heck,687649,2015,0.0,1.0,0,687649
5232,Vettai,687636,2012,0.29721102443734765,0.7027889755626523,204373,483263
5233,The Caveman's Valentine,687194,2001,1.0,0.0,687194,0
5234,Mr. Church,685780,2016,1.0,0.0,685780,0
5235,Spun,685608,2003,0.5996414860970117,0.4003585139029883,411119,274489
5236,Bethany Hamilton: Unstoppable,684078,2019,0.8634556293288193,0.13654437067118078,590671,93407
5237,Stefan Zweig: Farewell to Europe 2017 Re-release,683063,2017,0.11473612243672984,0.8852638775632702,78372,604691
5238,Masti,683021,2004,0.45176649034217103,0.548233509657829,308566,374455
5239,Brigsby Bear,681632,2017,0.7814612576874325,0.21853874231256748,532669,148963
5240,"Right Now, Wrong Then",680728,2015,0.035946809885886874,0.9640531901141132,24470,656258
5241,3 Generations,680351,2016,0.2291993397525689,0.7708006602474311,155936,524415
5242,A Matter of Faith,680113,2014,1.0,0.0,680113,0
5243,I Spit on Your Grave 2,678604,2013,0.0011921533029572474,0.9988078466970427,809,677795
5244,All I See Is You,678150,2017,0.32093784560937844,0.6790621543906216,217644,460506
5245,Baaghi,676602,2016,0.6476584461766297,0.3523415538233703,438207,238395
5246,Tyrannosaur,676111,2011,0.03301380986258173,0.9669861901374183,22321,653790
5247,Manderlay,674918,2005,0.11612966315908006,0.88387033684092,78378,596540
5248,5 to 7,674579,2015,0.24116523046225868,0.7588347695377413,162685,511894
5249,Beyond the Hills,673493,2012,0.18547928486264892,0.8145207151373511,124919,548574
5250,The Trump Prophecy,671198,2018,1.0,0.0,671198,0
5251,Anna and the Apocalypse,670430,2018,0.8138015900243127,0.18619840997568723,545597,124833
5252,The Polar Express 2012 IMAX Release,669289,2012,1.0,0.0,669289,0
5253,Bright Days Ahead 2013 Re-release,669085,2013,0.03253697213358542,0.9674630278664146,21770,647315
5254,Phata Poster Nikhla Hero,669070,2013,0.6135770547177425,0.38642294528225746,410526,258544
5255,Travelers and Magicians,668639,2004,0.7579471134648144,0.24205288653518564,506793,161846
5256,Tai Chi 2: The Hero Rises,668484,2012,0.05245750085267561,0.9475424991473244,35067,633417
5257,Girlfriend Boyfriend,667626,2012,0.09648216216863933,0.9035178378313606,64414,603212
5258,Alias Betty,667087,2001,0.31240302988965457,0.6875969701103454,208400,458687
5259,Balzac and the Little Chinese Seamstress 2005 Re-release,666327,2005,1.0,0.0,666327,0
5260,A Bottle in the Gaza Sea,666011,2012,0.008816671196121385,0.9911833288038786,5872,660139
5261,Mr. Gaga: A True Story of Love and Dance,665617,2016,0.2614025783596272,0.7385974216403728,173994,491623
5262,Stockholm,665527,2019,0.43963655869709267,0.5603634413029073,292590,372937
5263,The Stanford Prison Experiment,663114,2015,0.9961499832607967,0.0038500167392032138,660561,2553
5264,Yes,661946,2005,0.5993842398020383,0.40061576019796175,396760,265186
5265,Max,660763,2002,0.8170539209973924,0.1829460790026076,539879,120884
5266,City of Gold,660445,2016,0.9705259332722634,0.0294740667277366,640979,19466
5267,Camille Claudel 1915,660355,2013,0.05345003823700888,0.9465499617629911,35296,625059
5268,Another Happy Day,659937,2011,0.012825466673333969,0.987174533326666,8464,651473
5269,The Woman in the Fifth,659769,2011,0.1724846120384559,0.8275153879615441,113800,545969
5270,Dragon Ball Z: Broly - The Legendary Super Saiyan,658982,2018,1.0,0.0,658982,0
5271,Madame Bovary,658532,2015,0.06717213438375053,0.9328278656162495,44235,614297
5272,Terri,655802,2011,1.0,0.0,655802,0
5273,Dekalog,655720,2000,1.0,0.0,655720,0
5274,The Patience Stone,654587,2013,0.22712183407247624,0.7728781659275238,148671,505916
5275,No Problem,654369,2010,0.4362492721996305,0.5637507278003695,285468,368901
5276,Whisky Galore,653866,2017,0.032102907935265025,0.967897092064735,20991,632875
5277,Ponyo 2018 Re-release,653072,2018,1.0,0.0,653072,0
5278,Rascals,652756,2011,0.4194967185288224,0.5805032814711776,273829,378927
5279,In Secret,652228,2013,0.6810179875748972,0.3189820124251029,444179,208049
5280,Salinger,650675,2013,0.8969654589464786,0.10303454105352135,583633,67042
5281,Metropolis 2002 Re-release,650422,2002,1.0,0.0,650422,0
5282,The Extra Man,649626,2010,0.6979046405162355,0.3020953594837645,453377,196249
5283,The Family Fang,649555,2016,0.4047709585793351,0.5952290414206649,262921,386634
5284,Jodorowsky's Dune,647280,2014,1.0,0.0,647280,0
5285,American Masters: The Life and Times of Allen Ginsberg 2004 Re-release,646951,2004,1.0,0.0,646951,0
5286,Storage 24,646175,2012,0.00011142492358881108,0.9998885750764112,72,646103
5287,Miss Minoes 2004 Re-release,645970,2004,0.3974952397170147,0.6025047602829853,256770,389200
5288,Focus,645418,2001,1.0,0.0,645418,0
5289,The Public,644740,2019,0.889510500356733,0.11048949964326706,573503,71237
5290,Dracula 3D,643758,2012,0.012642949679848638,0.9873570503201513,8139,635619
5291,The Inheritance 2003 Re-release,642318,2003,0.10620128970385385,0.8937987102961461,68215,574103
5292,Love and Honor,641929,2012,0.030663827308004467,0.9693361726919956,19684,622245
5293,Seberg,640804,2019,0.6783696730981704,0.3216303269018296,434702,206102
5294,Dust to Glory,640013,2005,1.0,0.0,640013,0
5295,Museum Hours,639121,2012,0.87848310413834,0.12151689586166,561457,77664
5296,Beautiful Boxer,638317,2003,0.20980171294200217,0.7901982870579979,133920,504397
5297,Jack Goes Boating,637479,2010,0.8502115363800219,0.14978846361997808,541992,95487
5298,Welcome to Me,636819,2015,0.9560832826910001,0.04391671730899989,608852,27967
5299,The Virginity Hit,636706,2010,1.0,0.0,636706,0
5300,Not Fade Away,636399,2012,0.9597626646176377,0.04023733538236232,610792,25607
5301,Elsa & Fred,635901,2014,0.4495401013679802,0.5504598986320197,285863,350038
5302,Batti Gul Meter Chalu,635869,2018,0.39243775054295776,0.6075622494570423,249539,386330
5303,Goya in Bordeaux,635361,2000,1.0,0.0,635361,0
5304,The Last Lions,635325,2011,1.0,0.0,635325,0
5305,Kaboom,635162,2010,0.18722625094070489,0.8127737490592951,118919,516243
5306,A Beautiful Life,634784,2011,0.10424175782628421,0.8957582421737158,66171,568613
5307,Dinner Rush,634566,2001,1.0,0.0,634566,0
5308,No One Killed Jessica,634297,2011,0.6945090391409703,0.30549096085902977,440525,193772
5309,The Black Prince,632823,2017,0.0,1.0,0,632823
5310,Grace Jones: Bloodlight and Bami,632394,2017,0.5933136620524546,0.4066863379475454,375208,257186
5311,Jonah: The Musical,631154,2017,1.0,0.0,631154,0
5312,Shut Up and Play the Hits,629107,2012,0.8112038174746108,0.18879618252538916,510334,118773
5313,Short Peace,628807,2013,0.03635773774783042,0.9636422622521695,22862,605945
5314,The Trumpet of the Swan,628387,2001,0.1626418114951455,0.8373581885048544,102202,526185
5315,Asako I & II,627102,2019,0.04075732496467879,0.9592426750353212,25559,601543
5316,Korkoro,627088,2010,0.013143290893782054,0.9868567091062179,8242,618846
5317,I'm Still Here,626396,2010,0.652914450283846,0.347085549716154,408983,217413
5318,"Love, Gilda",626318,2018,1.0,0.0,626318,0
5319,Sleepless Night,624913,2011,0.005373547997881305,0.9946264520021187,3358,621555
5320,Our Lady of the Assassins,624525,2001,0.8411672871382251,0.15883271286177494,525330,99195
5321,The Sound of Music 2018 Re-release,624392,2018,0.9868335917180233,0.013166408281976707,616171,8221
5322,Give Me Liberty,624152,2019,0.3889020623181533,0.6110979376818467,242734,381418
5323,Winter in Wartime 2010 Re-release,623392,2010,0.8712014270314665,0.12879857296853345,543100,80292
5324,Nancy Drew and the Hidden Staircase,623088,2019,1.0,0.0,623088,0
5325,Dirty Dancing 2019 Re-release,622968,2019,1.0,0.0,622968,0
5326,Range 15,621738,2016,1.0,0.0,621738,0
5327,The Grey Zone,621592,2001,0.8331381356259411,0.16686186437405887,517872,103720
5328,LOC: Kargil,621103,2003,1.0,0.0,621103,0
5329,Die Hard 30th Anniversary Release,620525,2018,0.822273075218565,0.17772692478143506,510241,110284
5330,Better Than Sex,620388,2000,0.031465792375094295,0.9685342076249057,19521,600867
5331,"Happy, Happy",620238,2010,0.0728010860347157,0.9271989139652843,45154,575084
5332,The Transformers,619597,2018,1.0,0.0,619597,0
5333,Nowitzki: The Perfect Shot,619517,2014,0.06672940371289246,0.9332705962871075,41340,578177
5334,Paradise: Faith,618696,2013,0.010518897810879656,0.9894811021891203,6508,612188
5335,Paulo Coelho's Best Story,617377,2014,0.014266809421147856,0.9857331905788521,8808,608569
5336,The Butterfly 2003 Re-release,616355,2003,0.06236341069675755,0.9376365893032425,38438,577917
5337,The Bronze,615816,2016,1.0,0.0,615816,0
5338,Synonyms,615592,2019,0.3346421006120937,0.6653578993879062,206003,409589
5339,Lost River,615500,2015,0.07381153533712428,0.9261884646628757,45431,570069
5340,Omar,614444,2013,0.5793855908756534,0.42061440912434656,356000,258444
5341,Killerman,614366,2019,0.47443543425254653,0.5255645657474535,291477,322889
5342,Going Upriver: The Long War of John Kerry,614138,2004,1.0,0.0,614138,0
5343,Walking the Camino: Six Ways to Santiago,612717,2013,1.0,0.0,612717,0
5344,The Returned,612521,2013,0.0,1.0,0,612521
5345,The Filth and the Fury,612192,2000,1.0,0.0,612192,0
5346,In Another Country,611365,2012,0.04102132114203463,0.9589786788579654,25079,586286
5347,The Muppet Movie 2019 Re-release,610475,2019,1.0,0.0,610475,0
5348,Project Nim,609880,2011,0.6742047615924445,0.3257952384075556,411184,198696
5349,Friday Night,609542,2002,0.25743591089703416,0.7425640891029658,156918,452624
5350,Dead Before Dawn 3D,608881,2012,0.0,1.0,0,608881
5351,The Last Suit,608209,2017,0.12092553710977641,0.8790744628902236,73548,534661
5352,Gunner Palace,607844,2005,1.0,0.0,607844,0
5353,Mr. Right,607595,2016,0.057100535718694195,0.9428994642813058,34694,572901
5354,Dear Wendy,607229,2005,0.038051542334111184,0.9619484576658888,23106,584123
5355,The Reports on Sarah and Saleem,607206,2018,0.1934747021603871,0.8065252978396129,117479,489727
5356,Life in a Day,607169,2011,0.4163387788243471,0.5836612211756529,252788,354381
5357,The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,605764,2018,1.0,0.0,605764,0
5358,Summer in February,605403,2013,0.0026825106581896685,0.9973174893418103,1624,603779
5359,Blue Collar Comedy Tour: The Movie,604856,2003,1.0,0.0,604856,0
5360,The Golden Glove,604147,2019,0.010196193972658972,0.9898038060273411,6160,597987
5361,The Holy Land,603520,2003,1.0,0.0,603520,0
5362,"DCI 2019: Big, Loud & Live 16",603320,2018,1.0,0.0,603320,0
5363,Undertow,602059,2010,0.1804142118961763,0.8195857881038238,108620,493439
5364,A Talking Picture,601815,2003,0.033626612829524026,0.9663733871704759,20237,581578
5365,The Little Death,601162,2014,0.03033791224328883,0.9696620877567111,18238,582924
5366,Oh Lucy!,600145,2018,0.6255005040448558,0.37449949595514415,375391,224754
5367,Jimi: All Is by My Side,599840,2014,0.568336556415044,0.431663443584956,340911,258929
5368,The Fencer 2016 Re-release,599537,2016,0.1600435002343475,0.8399564997656525,95952,503585
5369,The Fluffer,599523,2001,0.9397020631401964,0.060297936859803544,563373,36150
5370,The One I Love,596933,2014,0.8601417579527351,0.13985824204726494,513447,83486
5371,Fiza,596591,2000,1.0,0.0,596591,0
5372,Trust,595802,2011,0.20143604754599684,0.7985639524540031,120016,475786
5373,Skin Trade,595268,2015,0.002086455176491933,0.997913544823508,1242,594026
5374,Blue Like Jazz,595018,2012,1.0,0.0,595018,0
5375,My First Mister,595005,2001,0.955894488281611,0.04410551171838892,568762,26243
5376,Ixcanul,594836,2015,0.4961989523162687,0.5038010476837314,295157,299679
5377,Are You Here,594396,2014,0.0,1.0,0,594396
5378,The Armstrong Lie,594394,2013,0.644848366571668,0.35515163342833206,383294,211100
5379,Boss,594283,2013,0.0,1.0,0,594283
5380,The Big Lebowski 2018 Re-release,592832,2018,0.9827151705710893,0.01728482942891072,582585,10247
5381,Not One Less,592586,2000,1.0,0.0,592586,0
5382,To Kill a Mockingbird 2019 Re-release,592237,2019,1.0,0.0,592237,0
5383,Compliance,592116,2012,0.5392271109039445,0.4607728890960555,319285,272831
5384,Tarnation,592014,2004,1.0,0.0,592014,0
5385,The Cure: Anniversary 1978-2018 Live in Hyde Park,591904,2019,0.6393013056171271,0.3606986943828729,378405,213499
5386,The Wonderland,591857,2019,0.08595995316436233,0.9140400468356377,50876,540981
5387,The Human Resources Manager,590567,2010,0.10839413648239743,0.8916058635176026,64014,526553
5388,Refugee,590000,2000,1.0,0.0,590000,0
5389,Storm Surfers 3D,589945,2012,0.19847612913068166,0.8015238708693183,117090,472855
5390,Starry Starry Night,589299,2011,0.01702531312627376,0.9829746868737262,10033,579266
5391,Neither Wolf Nor Dog,589289,2017,1.0,0.0,589289,0
5392,Phir Bhi Dil Hai Hindustani,588606,2000,1.0,0.0,588606,0
5393,Elvis on Tour,587818,2010,1.0,0.0,587818,0
5394,A Time for Drunken Horses,587654,2000,1.0,0.0,587654,0
5395,Thunderstruck,587211,2012,1.0,0.0,587211,0
5396,Upstream Color,587174,2013,0.7563311727017885,0.24366882729821143,444098,143076
5397,The Piano Player,585604,2003,1.0,0.0,585604,0
5398,The Black Panthers: Vanguard of the Revolution,584109,2015,0.8849255875187679,0.1150744124812321,516893,67216
5399,The Opportunists,584054,2000,1.0,0.0,584054,0
5400,Undefeated,583844,2012,0.9629592836442611,0.03704071635573886,562218,21626
5401,Gleason,583664,2016,1.0,0.0,583664,0
5402,The Flat,583443,2012,0.8087199606473983,0.1912800393526017,471842,111601
5403,Forgive Me Father,582787,2001,1.0,0.0,582787,0
5404,White God,581904,2014,0.48523124089196845,0.5147687591080315,282358,299546
5405,Three Times,581875,2005,0.261090440386681,0.7389095596133191,151922,429953
5406,Touch of Pink,581055,2004,0.9715689564671158,0.02843104353288415,564535,16520
5407,Novitiate,580346,2017,1.0,0.0,580346,0
5408,All the Real Girls,579986,2003,0.9477228760694224,0.05227712393057764,549666,30320
5409,Bedeviled,579942,2017,0.0,1.0,0,579942
5410,Around the Bend,579350,2004,0.3342314662984379,0.6657685337015621,193637,385713
5411,Harry & Snowman,578820,2016,0.9700079472029302,0.0299920527970699,561460,17360
5412,Tibet: Cry of the Snow Lion,578241,2003,1.0,0.0,578241,0
5413,Bilal: A New Breed of Hero 2018 Re-release,576805,2018,0.8511940777212402,0.14880592227875972,490973,85832
5414,Blizzard,576320,2003,0.8755552470849528,0.1244447529150472,504600,71720
5415,The Painted Bird,573850,2019,0.0,1.0,0,573850
5416,Mesrine Part 1: Killer Instinct 2010 Re-release,572790,2010,0.9631749855968156,0.03682501440318441,551697,21093
5417,The Twilight Samurai 2004 Re-release,572565,2004,0.9776444595810083,0.02235554041899173,559765,12800
5418,The Room 2017 Re-release,572340,2017,0.9602718663731349,0.03972813362686515,549602,22738
5419,The Falling,569498,2015,0.0,1.0,0,569498
5420,Yuva,567746,2004,0.5832995741053217,0.41670042589467826,331166,236580
5421,The Passion of the Christ Recut Release,567692,2005,0.895425688577609,0.10457431142239101,508326,59366
5422,Goodbye to Language,566423,2014,0.7095209763727814,0.2904790236272185,401889,164534
5423,Margaret,564864,2011,0.08231184851574892,0.9176881514842511,46495,518369
5424,The Weather Underground,564632,2003,1.0,0.0,564632,0
5425,The Cat Returns 2018 Re-release,563718,2018,1.0,0.0,563718,0
5426,Poolhall Junkies,563711,2003,1.0,0.0,563711,0
5427,Like Someone in Love,562878,2012,0.4247030439988772,0.5752969560011229,239056,323822
5428,Beetlejuice 2018 Re-release,562613,2018,0.911722622833102,0.08827737716689803,512947,49666
5429,The Happiest Day in the Life of Olli Maki,562537,2016,0.0,1.0,0,562537
5430,Kurosawa & Mifune Festival,561692,2002,1.0,0.0,561692,0
5431,Kitchen Stories 2004 Re-release,561380,2004,0.6256635434108804,0.3743364565891197,351235,210145
5432,Me You Them,560943,2001,0.577461524611235,0.422538475388765,323923,237020
5433,My Fair Lady 2019 Re-release,560711,2019,1.0,0.0,560711,0
5434,Fiddler: A Miracle of Miracles,558816,2019,0.9831250357899559,0.016874964210044092,549386,9430
5435,The Dance of Reality,558636,2013,0.5257090484680543,0.47429095153194567,293680,264956
5436,Kusama: Infinity,558052,2018,0.6467694766795926,0.35323052332040744,360931,197121
5437,Forrest Gump 2014 IMAX Release,557683,2014,1.0,0.0,557683,0
5438,Castle in the Sky 2018 Re-release,557541,2018,0.9392385492726095,0.060761450727390455,523664,33877
5439,Rojo,557092,2018,0.1700921930309536,0.8299078069690464,94757,462335
5440,Tony Takitani,556268,2005,0.23331020299567834,0.7666897970043216,129783,426485
5441,Samaritan's Purse presents Facing Darkness,555533,2017,1.0,0.0,555533,0
5442,Circumstance,555511,2011,0.8174833621656457,0.18251663783435432,454121,101390
5443,Dolores,555309,2017,1.0,0.0,555309,0
5444,Every Thing Will Be Fine,554953,2015,0.01663744497281752,0.9833625550271825,9233,545720
5445,Endless Poetry,554706,2016,0.2766149996574762,0.7233850003425238,153440,401266
5446,Viral,551760,2016,0.0,1.0,0,551760
5447,Open Windows,550108,2014,0.0031811935110923673,0.9968188064889076,1750,548358
5448,Dhadak,549628,2018,0.0,1.0,0,549628
5449,23 Blast,549185,2014,1.0,0.0,549185,0
5450,We Are X,548126,2016,0.0825904992647676,0.9174095007352324,45270,502856
5451,Light of My Life,547161,2019,0.036654659231926255,0.9633453407680738,20056,527105
5452,Planetarium,546584,2016,0.005967975645097551,0.9940320243549025,3262,543322
5453,A Girl Walks Home Alone at Night,546352,2014,0.9003536181802209,0.0996463818197792,491910,54442
5454,My Generation,546183,2018,0.0,1.0,0,546183
5455,Rudderless,546149,2014,0.10673460905357329,0.8932653909464268,58293,487856
5456,Masked and Anonymous,546106,2003,0.9770429184077817,0.022957081592218362,533569,12537
5457,"DCI 2019: Big, Loud & Live 16",546060,2019,1.0,0.0,546060,0
5458,Cet amour-là,545905,2002,0.13343713649810865,0.8665628635018914,72844,473061
5459,Primer,545436,2004,0.778753144273572,0.22124685572642802,424760,120676
5460,Dog Days,545059,2002,0.02390750359135433,0.9760924964086457,13031,532028
5461,The Art of the Steal,544890,2010,1.0,0.0,544890,0
5462,He's Out There,544674,2018,0.0,1.0,0,544674
5463,Once Upon a Time in the Midlands,544512,2002,0.3169149623883404,0.6830850376116596,172564,371948
5464,The Day Shall Come,543993,2019,0.04958152035044568,0.9504184796495543,26972,517021
5465,Love & Sex,543896,2000,1.0,0.0,543896,0
5466,On Any Sunday: The Next Chapter,543044,2014,1.0,0.0,543044,0
5467,The Club,541515,2015,0.09743220409406941,0.9025677959059306,52761,488754
5468,Saathiya,541367,2002,0.5865965232457834,0.4134034767542166,317564,223803
5469,Passionada,540833,2003,1.0,0.0,540833,0
5470,Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,540707,2018,1.0,0.0,540707,0
5471,Sur le chemin de l'école 2015 Re-release,540658,2015,0.013731416163267722,0.9862685838367323,7424,533234
5472,Lawless Heart,539596,2003,0.6116928220372279,0.38830717796277214,330067,209529
5473,The Last Shot,538526,2004,0.8621217917055073,0.13787820829449274,464275,74251
5474,Lila Says,537871,2005,0.22563960503540811,0.7743603949645919,121365,416506
5475,Kids in America,537667,2005,1.0,0.0,537667,0
5476,Grateful Dead Meet-Up 2019,537153,2019,1.0,0.0,537153,0
5477,Pretty Persuasion,537126,2005,0.5693263777958989,0.4306736222041011,305800,231326
5478,CatVideoFest,536566,2019,0.8776609028525848,0.12233909714741523,470923,65643
5479,Karwaan,536525,2018,0.3392367550440334,0.6607632449559666,182009,354516
5480,Intacto 2002 Re-release,535420,2002,0.5740035859698928,0.4259964140301072,307333,228087
5481,Hungry Hearts,534549,2015,0.012947363104224308,0.9870526368957757,6921,527628
5482,What They Had,533579,2018,0.4875304312950847,0.5124695687049153,260136,273443
5483,Creature,533235,2011,0.9540146464504393,0.0459853535495607,508714,24521
5484,Kill Your Friends,533147,2015,0.0,1.0,0,533147
5485,Kahaani 2,532877,2016,0.6581312385409767,0.3418687614590234,350703,182174
5486,Standing Ovation,531806,2010,1.0,0.0,531806,0
5487,Metropolis 2010 Re-release,529603,2010,1.0,0.0,529603,0
5488,Margaret Atwood: Live in Cinemas,529285,2019,0.177012384632098,0.822987615367902,93690,435595
5489,Evil,528245,2003,0.029399237096423062,0.9706007629035769,15530,512715
5490,Willy Wonka & the Chocolate Factory 2016 Re-release,526633,2016,1.0,0.0,526633,0
5491,Dil Ka Rishta,526571,2003,0.6687189381868732,0.33128106181312683,352128,174443
5492,Only Yesterday 2016 Re-release,525958,2016,0.8617475159613506,0.13825248403864948,453243,72715
5493,Casa de los babys,525715,2003,0.9092968623683935,0.09070313763160648,478031,47684
5494,The Audience 2019 Re-release,523432,2019,0.20352022803344083,0.7964797719665592,106529,416903
5495,The Cremaster Cycle,522029,2003,0.9858111330979696,0.014188866902030348,514622,7407
5496,The Trials of Henry Kissinger,521266,2002,0.9912904352096626,0.008709564790337371,516726,4540
5497,Hawayein,521260,2003,0.7865134481832483,0.21348655181675172,409978,111282
5498,Sound City,521181,2013,0.8113361768752123,0.18866382312478774,422853,98328
5499,The Spy Behind Home Plate,519525,2019,1.0,0.0,519525,0
5500,Wild Nights with Emily,519487,2019,1.0,0.0,519487,0
5501,The Circle 2001 Re-release,519354,2001,0.8482730469005726,0.15172695309942735,440554,78800
5502,I'm Your Hero,519274,2014,0.528774789417533,0.4712252105824671,274579,244695
5503,Scatter My Ashes at Bergdorf's,518342,2013,1.0,0.0,518342,0
5504,Madison,517262,2005,1.0,0.0,517262,0
5505,Trespass Against Us,517197,2017,0.011042214088635472,0.9889577859113645,5711,511486
5506,Grave of the Fireflies,516962,2018,1.0,0.0,516962,0
5507,Listen to Me Marlon,516337,2015,0.824715253797423,0.175284746202577,425831,90506
5508,The Sandlot 2018 Re-release,516130,2018,1.0,0.0,516130,0
5509,"Love, Wedding, Marriage",515823,2011,0.003733838933122408,0.9962661610668776,1926,513897
5510,Preacher's Kid,515065,2010,1.0,0.0,515065,0
5511,A Hard Day's Night 2014 Re-release,515005,2014,1.0,0.0,515005,0
5512,Goodbye First Love,514913,2011,0.18449718690341863,0.8155028130965813,95000,419913
5513,Big Eden,512451,2001,1.0,0.0,512451,0
5514,Mifune,512434,2000,1.0,0.0,512434,0
5515,Bullitt 2018 Re-release,511350,2018,1.0,0.0,511350,0
5516,Black Butler: Book of the Atlantic,511132,2017,0.4857571038401039,0.514242896159896,248286,262846
5517,Monsters and Men,510967,2018,0.9787344388189453,0.021265561181054746,500101,10866
5518,Unsullied,510957,2016,1.0,0.0,510957,0
5519,Bolshoi Ballet: Carmen Suite/Petrushka,510628,2019,0.40640740421598504,0.593592595784015,207523,303105
5520,Bol,509872,2011,0.3703870775410299,0.62961292245897,188850,321022
5521,Karmina 2,508969,2001,1.0,0.0,508969,0
5522,Saving Private Ryan 2019 Re-release,508694,2019,1.0,0.0,508694,0
5523,Una,508169,2017,0.04489648128870514,0.9551035187112948,22815,485354
5524,The Inevitable Defeat of Mister & Pete,506303,2013,0.9769011836785482,0.02309881632145178,494608,11695
5525,Our Last Tango,505885,2015,0.19784338337764512,0.8021566166223549,100086,405799
5526,Gabriel and the Mountain,505769,2017,0.03640990254444223,0.9635900974555578,18415,487354
5527,Manna from Heaven,505675,2002,1.0,0.0,505675,0
5528,Have a Nice Day,504003,2018,0.15752485600284125,0.8424751439971587,79393,424610
5529,Letters From Baghdad,502941,2017,0.7152628240688271,0.2847371759311728,359735,143206
5530,Chuck,502518,2017,0.6382358442881648,0.3617641557118352,320725,181793
5531,Amadeus Director's Cut,502511,2002,0.8134130397145535,0.1865869602854465,408749,93762
5532,Shaadi No. 1,502389,2005,0.6703411101755811,0.32965888982441893,336772,165617
5533,Deli Man,502294,2015,1.0,0.0,502294,0
5534,The Triumph of Love,501442,2002,0.8919615827952186,0.10803841720478141,447267,54175
5535,Bride Flight 2011 Re-release,501360,2011,1.0,0.0,501360,0
5536,His Secret Life,500930,2001,0.430098017687102,0.569901982312898,215449,285481
5537,Alice and Martin,500896,2000,1.0,0.0,500896,0
5538,CQ,499891,2002,0.8288966994804867,0.17110330051951325,414358,85533
5539,Smashed,499725,2012,0.7536084846665666,0.2463915153334334,376597,123128
5540,Time of the Wolf,499149,2003,0.12308749491634763,0.8769125050836524,61439,437710
5541,Hamari Adhuri Kahani,498774,2015,0.4718790474242843,0.5281209525757157,235361,263413
5542,Whisper of the Heart 2019 Re-release,498156,2019,1.0,0.0,498156,0
5543,The Five Senses,497091,2000,1.0,0.0,497091,0
5544,The Prophet 2015 Re-release,496914,2015,0.7448894577331289,0.25511054226687113,370146,126768
5545,Félix & Meira,496714,2015,0.9006249068880684,0.09937509311193161,447353,49361
5546,April and the Extraordinary World,495879,2015,0.5958873031525836,0.4041126968474164,295488,200391
5547,Nausicaä of the Valley of the Wind 2019 Re-release,495770,2019,1.0,0.0,495770,0
5548,Eden,494949,2014,0.13225605062339757,0.8677439493766025,65460,429489
5549,The Invisible Circus,494630,2001,0.1568404666114065,0.8431595333885935,77578,417052
5550,Steve Jobs: The Man in the Machine,494506,2015,1.0,0.0,494506,0
5551,À Tout de Suite,494030,2004,0.503137461287776,0.49686253871222397,248565,245465
5552,L'incomparable mademoiselle C.,493905,2004,1.0,0.0,493905,0
5553,Monty Python's Life of Brian 2019 Re-release,493822,2019,0.327055092725719,0.672944907274281,161507,332315
